xHipMinus,107,164,152,115,107,108,83,48,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43,89,31,104,96,83,74,108,37,132,44,109,100,45,71,31,17,19,43,69,88,96,173,185,131,209,136
xKneeMinus,182,247,247,252,251,248,246,248,254,251,247,242,236,211,169,127,66,47,0,0,0,0,0,38,82,28,93,117,132,108,136,69,147,53,160,49,140,29,12,3,6,14,41,99,120,103,138,124,197,94
xAnkleMinus,182,254,253,253,255,252,252,254,254,253,252,252,250,243,223,211,130,144,41,51,0,0,0,26,87,33,87,91,73,43,112,55,143,79,176,21,139,16,0,0,0,0,2,68,72,111,88,140,211,128
yHipAdd,124,169,130,113,94,73,49,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,48,103,90,55
yKneeAdd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,49,106,89,55
yAnkleAdd,33,44,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,102,90,55
yHipMinus,0,3,0,0,0,0,16,30,54,90,74,121,160,189,177,180,177,229,224,233,215,232,217,197,176,151,144,112,86,80,75,77,66,100,101,99,106,139,150,148,126,129,115,113,103,88,78,96,178,98
yKneeMinus,118,99,90,27,7,2,0,3,42,95,136,131,194,208,153,128,45,0,0,0,0,21,18,23,97,125,109,199,196,167,112,95,56,55,70,71,78,137,206,177,205,209,161,146,60,2,0,14,93,27
yAnkleMinus,160,191,155,148,167,161,148,148,154,170,178,182,178,164,152,113,89,43,67,94,96,113,184,202,214,145,167,91,1,12,59,54,21,112,180,197,205,229,188,156,90,49,0,0,0,28,42,32,108,65
