1_segment_0,0.9912
1_segment_1,0.9999
2_segment_0,0.9872
3_segment_1,0.0458
3_segment_0,0.0863
4_segment_0,0.9825
4_segment_1,0.9999
5_segment_3,0.2896
5_segment_1,0.6694
5_segment_4,0.5204
5_segment_0,0.8716
5_segment_5,0.3451
5_segment_2,0.7088
5_segment_6,0.995
6_segment_0,0.9557
7_segment_1,0.1264
7_segment_0,0.0038
9_segment_0,0.1733
9_segment_4,0.9981
9_segment_2,0.5652
9_segment_3,0.8649
9_segment_1,0.6863
9_segment_5,0.9927
10_segment_0,0.0441
10_segment_1,0.153
10_segment_2,0.0978
10_segment_3,0.0544
11_segment_1,0.99
11_segment_0,0.9891
11_segment_2,0.0021
11_segment_3,0.9377
12_segment_1,0.8878
12_segment_0,0.9935
13_segment_1,0.998
13_segment_3,0.995
13_segment_0,0.9947
13_segment_4,0.9674
13_segment_2,0.9805
16_segment_1,0.7028
16_segment_0,0.0808
16_segment_4,0.7719
16_segment_3,0.933
16_segment_2,0.7115
17_segment_2,0.2952
17_segment_1,0.0539
17_segment_0,0.9813
18_segment_0,0.8846
18_segment_2,0.4646
18_segment_4,0.4068
18_segment_1,0.8633
18_segment_3,0.5953
19_segment_0,0.9804
20_segment_0,0.0761
20_segment_1,0.9719
20_segment_2,0.0708
21_segment_1,0.9899
21_segment_0,0.0579
21_segment_2,0.9985
21_segment_4,0.5451
21_segment_3,0.9968
22_segment_2,0.1113
22_segment_1,0.2902
22_segment_0,0.7106
24_segment_2,0.9322
24_segment_0,0.9245
24_segment_1,0.838
24_segment_3,0.3538
25_segment_7,0.7935
25_segment_5,0.992
25_segment_3,0.8248
25_segment_8,0.9653
25_segment_0,0.9145
25_segment_1,0.3006
25_segment_2,0.5331
25_segment_6,0.9394
25_segment_4,0.9486
26_segment_0,0.9973
26_segment_2,0.9687
26_segment_1,0.3246
27_segment_3,0.9867
27_segment_2,0.9941
27_segment_0,0.9618
27_segment_1,0.8461
28_segment_0,0.9843
28_segment_1,0.9991
29_segment_1,0.8861
29_segment_0,0.8829
29_segment_2,0.0024
30_segment_0,0.0025
31_segment_2,0.2041
31_segment_3,0.6806
31_segment_1,0.9335
31_segment_0,0.9392
32_segment_0,0.99
32_segment_1,0.1129
32_segment_3,0.2202
32_segment_2,0.9012
33_segment_0,0.0192
33_segment_1,0.0535
33_segment_3,0.7088
33_segment_2,0.8536
34_segment_4,0.0657
34_segment_0,0.3767
34_segment_3,0.4274
34_segment_1,0.0083
34_segment_2,0.0086
35_segment_3,0.1436
35_segment_2,0.9653
35_segment_1,0.0801
35_segment_5,0.9992
35_segment_4,0.8458
35_segment_0,0.2124
36_segment_6,0.9901
36_segment_5,0.9436
36_segment_3,0.0692
36_segment_0,0.0158
36_segment_1,0.1651
36_segment_4,0.9936
36_segment_2,0.2518
37_segment_0,0.2592
37_segment_4,0.5042
37_segment_1,0.8185
37_segment_3,0.0034
37_segment_2,0.1056
38_segment_1,0.9611
38_segment_0,0.7417
38_segment_2,0.9497
39_segment_2,0.9719
39_segment_1,0.97
39_segment_0,0.1036
40_segment_0,0.3306
43_segment_1,0.756
43_segment_0,0.6319
44_segment_1,0.9515
44_segment_0,0.1718
45_segment_2,0.988
45_segment_0,0.0025
45_segment_1,0.9186
46_segment_5,0.7244
46_segment_11,0.0564
