98.02,3412.92,3163.27,3266.02,42.74,36.13,25.06,792.22,661.91,373.08,7.56,12.09,12.86
101.71,3401.47,3164.05,3268.13,43.75,37.73,26.13,809.65,665.77,371.1,7.47,12.41,13.84
105.85,3382.93,3163.08,3265.26,38.05,37.74,28.08,819.15,664.46,373.74,6.43,9.02,7.68
109.63,3362.28,3160.26,3266.98,34.6,34.46,23.2,833.0,663.82,376.81,5.6,6.56,7.77
113.88,3345.89,3158.54,3272.05,35.37,30.14,16.23,856.61,665.45,379.25,5.13,5.97,12.67
121.05,3341.65,3163.79,3268.35,35.45,30.93,24.41,888.44,666.62,383.32,4.0,4.52,6.06
