3320.66,3173.23,3271.8,34.5,22.51,15.32,906.54,659.36,379.33,3.42,4.38,8.71
3298.55,3169.48,3275.55,37.29,28.66,25.23,925.29,662.6,387.85,3.11,5.34,9.83
3281.72,3184.37,3289.01,23.72,4.35,6.01,943.89,669.85,380.44,2.53,2.75,9.12
3263.23,3178.87,3287.79,17.81,0.77,4.81,963.07,686.32,394.38,2.73,2.04,11.44
3236.45,3158.15,3267.73,17.95,0.93,9.57,977.14,701.92,412.5,2.62,0.46,10.2
3207.13,3136.42,3236.53,17.55,8.28,6.99,983.9,710.82,421.05,1.98,3.16,5.07
3184.19,3122.05,3203.41,13.31,32.97,24.05,984.6,713.01,419.63,1.36,7.51,0.09
3170.65,3114.85,3173.03,6.13,65.57,75.47,981.38,710.79,414.63,1.3,10.59,1.71
3161.61,3109.33,3144.97,0.89,94.63,130.49,975.56,706.07,411.51,1.86,11.31,0.65
3148.51,3099.49,3116.53,5.11,112.41,175.07,967.55,699.82,411.5,2.67,9.92,0.78
3109.3,3070.09,3070.67,5.36,117.83,209.97,951.24,688.06,411.86,3.54,6.26,0.74
3073.15,3042.42,3041.32,2.39,113.72,225.18,942.51,684.07,413.35,3.75,4.39,0.03
3041.55,3022.16,3020.18,5.39,124.22,246.46,934.77,680.67,412.78,4.03,2.81,1.6
3012.56,3000.37,3003.67,9.6,134.97,264.85,932.11,680.21,412.46,4.33,1.01,6.96
2980.67,2971.02,2991.21,8.51,135.56,261.17,930.79,677.15,410.74,4.41,0.35,13.94
2945.01,2940.93,2976.99,7.29,137.77,263.61,932.03,673.32,408.98,4.39,1.56,19.26
2902.4,2903.9,2956.69,4.22,131.18,256.55,933.93,671.01,410.84,4.11,3.09,26.18
2858.2,2861.95,2932.38,2.42,117.05,243.04,935.53,670.07,416.85,3.65,5.13,35.79
2819.36,2815.05,2905.92,0.4,93.47,217.72,937.31,672.7,426.36,3.29,6.04,46.88
2782.68,2769.29,2873.31,4.24,66.57,183.83,941.55,675.39,436.09,2.77,5.29,55.27
