lEye_pt2_z,91,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,23,21,8,0,0,0,0,0,0,39,84,104,108,94,54,43,37,33,42,8,5,17,0,0,0,0,4,51,0
lEye_pt3_x,129,47,5,3,8,10,9,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,24,35,22,15,13,26,35,34,27,0,0,0,0,0,0
lEye_pt3_y,87,76,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,55,156,228,254,235,197,158,120,87,48,15,0,0,0,0,0,0,0
lEye_pt3_z,59,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,20,20,8,0,0,0,0,0,0,34,77,106,118,104,62,51,42,33,44,11,5,16,0,0,0,0,2,47,0
rEye_pt1_x,177,105,42,8,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,39,85,94,87,67,35,15,14,20,26,29,9,0,0,0,0,0
rEye_pt1_y,103,85,42,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,48,154,229,255,235,196,157,119,83,42,6,0,0,0,0,0,0,0
rEye_pt1_z,32,0,0,0,0,36,138,138,71,0,0,0,0,0,0,0,0,28,16,0,0,0,0,0,0,0,0,41,20,0,2,0,9,10,51,42,0,16,23,0,0,0,15,71,89,36
rEye_pt2_x,103,85,42,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,48,154,229,255,235,196,157,119,83,42,6,0,0,0,0,0,0,0
rEye_pt2_y,94,80,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,44,147,221,244,227,190,154,130,94,50,11,0,0,0,0,0,0,0
rEye_pt2_z,0,0,0,0,0,38,164,183,131,39,0,0,0,0,0,0,0,23,14,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,36,23,0,4,13,0,0,0,16,68,84,34
rEye_pt3_x,174,108,49,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,40,79,90,83,62,42,24,13,0,0,0,0,0,0,0,0,0
rEye_pt3_y,93,78,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,42,147,222,247,231,196,157,122,84,42,6,0,0,0,0,0,0,0
rEye_pt3_z,0,0,0,0,0,51,171,202,159,57,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,24,18,0,0,3,0,0,0,22,69,79,19
