lEye_pt2_z,0,0,0,0,0,18,24,0,0,0,11,2,0,0,0,0,0,0,0,0,146,255,220,81,3,49,24,0,41,57,61,70,41,0,0,0,0,0,0,63,98,82,72,53,0,0
lEye_pt3_x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,39,0,0,0
lEye_pt3_y,0,11,46,22,4,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,58,48,35,36,30,52,69,38,31,0,0,0,0,0
lEye_pt3_z,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,128,217,182,44,2,43,5,0,31,32,52,61,28,0,0,0,0,0,0,68,94,78,74,54,0,0
rEye_pt1_x,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,36,15,0,0
rEye_pt1_y,0,0,17,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,50,92,77,39,23,21,67,79,68,73,42,0,0,0,0
rEye_pt1_z,22,17,0,0,4,0,8,12,8,9,6,17,21,0,0,0,0,0,0,0,0,135,196,185,47,0,0,39,76,76,144,207,148,49,0,0,0,0,0,21,36,30,14,0,4,0
rEye_pt2_x,0,0,17,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,50,92,77,39,23,21,67,79,68,73,42,0,0,0,0
rEye_pt2_y,0,0,16,0,0,0,0,0,7,12,9,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,60,110,93,41,26,13,49,76,69,82,61,7,0,0,0
rEye_pt2_z,27,24,0,0,0,4,2,0,0,0,1,2,11,0,0,0,0,0,0,0,0,0,142,160,46,0,0,15,50,58,110,194,145,50,0,0,0,0,0,11,22,28,15,4,6,0
rEye_pt3_x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,38,8,0,0
rEye_pt3_y,0,0,5,0,0,0,0,0,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,123,116,65,24,0,36,60,54,66,51,11,0,0,0
rEye_pt3_z,25,13,0,0,0,0,0,0,0,0,6,9,8,0,0,0,0,0,0,0,0,0,49,86,28,0,0,13,35,44,83,163,134,48,6,0,0,19,32,11,9,22,13,5,6,0
