65_segment_10,0.0947
65_segment_0,0.1981
65_segment_7,0.0605
65_segment_9,0.506
65_segment_6,0.3481
65_segment_5,0.4095
65_segment_4,0.5509
66_segment_11,0.208
66_segment_3,0.0346
66_segment_1,0.3944
66_segment_8,0.5604
66_segment_12,0.6492
66_segment_6,0.2237
66_segment_0,0.1216
66_segment_2,0.1766
66_segment_10,0.0567
66_segment_5,0.2188
66_segment_4,0.5838
66_segment_9,0.6002
66_segment_14,0.5463
66_segment_13,0.3139
66_segment_7,0.4043
67_segment_4,0.2022
67_segment_3,0.3247
67_segment_0,0.0499
67_segment_2,0.1308
67_segment_1,0.3768
67_segment_5,0.7276
68_segment_0,0.4375
68_segment_1,0.4845
69_segment_0,0.5797
69_segment_1,0.6074
70_segment_0,0.3193
70_segment_2,0.0633
70_segment_1,0.0103
70_segment_3,0.4881
71_segment_0,0.5712
72_segment_0,0.4922
72_segment_1,0.3879
72_segment_2,0.0108
73_segment_13,0.168
73_segment_1,0.3514
73_segment_11,0.1994
73_segment_0,0.6794
73_segment_3,0.1679
73_segment_9,0.2609
73_segment_10,0.0085
73_segment_12,0.0618
73_segment_8,0.2675
73_segment_6,0.23
73_segment_4,0.0031
73_segment_2,0.0452
73_segment_5,0.3525
73_segment_7,0.6195
74_segment_3,0.4296
74_segment_2,0.026
74_segment_0,0.1652
74_segment_1,0.0007
75_segment_2,0.5279
75_segment_4,0.7413
75_segment_0,0.0954
75_segment_1,0.0278
75_segment_3,0.0145
76_segment_3,0.2151
76_segment_0,0.6172
76_segment_1,0.5463
76_segment_2,0.1492
77_segment_1,0.0114
77_segment_4,0.1918
77_segment_2,0.0017
77_segment_0,0.0082
77_segment_3,0.1608
78_segment_6,0.057
78_segment_0,0.7108
78_segment_1,0.5822
78_segment_2,0.3443
78_segment_8,0.7872
78_segment_3,0.6654
78_segment_5,0.0208
78_segment_7,0.0568
78_segment_4,0.0763
79_segment_1,0.052
79_segment_3,0.6403
79_segment_0,0.6806
79_segment_4,0.2755
79_segment_5,0.7207
79_segment_2,0.0866
79_segment_6,0.6124
80_segment_1,0.1114
80_segment_2,0.5476
80_segment_0,0.0141
80_segment_3,0.8727
81_segment_5,0.6351
81_segment_2,0.3092
81_segment_3,0.0832
81_segment_1,0.0901
81_segment_4,0.3015
81_segment_0,0.3089
82_segment_0,0.0372
82_segment_1,0.0897
82_segment_3,0.4829
82_segment_2,0.0396
82_segment_4,0.5469
83_segment_3,0.195
83_segment_0,0.6883
83_segment_5,0.212
83_segment_1,0.4059
83_segment_2,0.509
83_segment_4,0.0493
84_segment_16,0.7504
84_segment_19,0.4879
84_segment_5,0.6906
84_segment_11,0.7985
84_segment_10,0.1263
84_segment_12,0.2623
84_segment_13,0.0266
84_segment_14,0.7157
84_segment_4,0.0124
84_segment_8,0.3791
84_segment_3,0.3729
84_segment_2,0.445
84_segment_17,0.4483
84_segment_7,0.2116
84_segment_9,0.7093
84_segment_18,0.3177
84_segment_15,0.3651
84_segment_20,0.237
84_segment_1,0.1086
84_segment_0,0.8203
84_segment_6,0.8583
86_segment_7,0.2949
86_segment_6,0.0499
86_segment_1,0.12
86_segment_5,0.0073
86_segment_3,0.2896
86_segment_0,0.7913
86_segment_4,0.5822
86_segment_2,0.1209
87_segment_0,0.3224
87_segment_1,0.0424
87_segment_3,0.315
87_segment_2,0.4702
87_segment_4,0.0628
88_segment_9,0.0318
88_segment_5,0.1168
88_segment_2,0.4468
88_segment_11,0.0044
88_segment_3,0.477
88_segment_4,0.0016
88_segment_6,0.0106
88_segment_10,0.074
88_segment_7,0.0055
88_segment_0,0.1848
88_segment_8,0.0064
88_segment_1,0.4854
89_segment_5,0.2456
89_segment_0,0.5191
89_segment_6,0.3555
89_segment_4,0.8914
89_segment_3,0.9203
89_segment_2,0.3108
89_segment_1,0.3653
90_segment_1,0.1264
90_segment_2,0.0219
90_segment_0,0.1528
91_segment_0,0.1416
91_segment_2,0.0026
91_segment_1,0.2596
92_segment_0,0.0219
92_segment_1,0.0007
92_segment_2,0.0056
93_segment_2,0.303
93_segment_3,0.3846
93_segment_0,0.0643
93_segment_4,0.3997
93_segment_1,0.0422
94_segment_0,0.2212
94_segment_1,0.2237
95_segment_2,0.2196
95_segment_0,0.2184
95_segment_3,0.738
95_segment_1,0.0921
96_segment_3,0.2777
96_segment_2,0.5272
96_segment_4,0.5323
96_segment_0,0.0429
96_segment_1,0.0513
97_segment_2,0.0454
97_segment_5,0.3128
97_segment_10,0.2861
97_segment_4,0.5615
97_segment_1,0.0899
97_segment_0,0.0182
97_segment_9,0.6695
97_segment_6,0.301
97_segment_8,0.2755
97_segment_3,0.5976
97_segment_7,0.0688
98_segment_0,0.0356
98_segment_6,0.1347
98_segment_12,0.2508
98_segment_11,0.8627
98_segment_2,0.027
98_segment_10,0.7176
98_segment_8,0.2298
98_segment_4,0.2124
98_segment_5,0.6137
98_segment_1,0.0592
98_segment_3,0.0428
98_segment_13,0.6105
98_segment_9,0.1286
98_segment_7,0.1948
99_segment_7,0.4605
99_segment_12,0.1573
99_segment_2,0.3608
99_segment_3,0.0735
99_segment_14,0.5081
99_segment_13,0.7185
99_segment_5,0.3595
99_segment_0,0.079
99_segment_10,0.2425
99_segment_1,0.0361
99_segment_9,0.5959
99_segment_4,0.379
